state,name,category,total_liabilities,bonds_outstanding,compensated_absences,leases,loans_outstanding,notes_outstanding,pension_debt,opeb_debt,total_revenues,charges_for_services,operating_grants,capital_grants,general_revenue,total_operating_revenues,non_operating_revenues,capital_contributions
MI,City of Detroit Water and Sewerage Department,Special District,1283830776,1032613818,5002234,0,26503010,0,57200183,31606,137494734,0,0,0,0,114833467,22661267,0
MI,Greater Wayne County Economic Development Corporation,Special District,29544,0,0,0,0,0,0,0,619,0,0,0,619,0,0,0
LA,Nineteenth Judicial District Court Building Commission,Special District,94271326,93883236,0,0,0,0,0,0,7679906,7227547,22884,0,429475,0,0,0
MI,Wayne County Building Authority,Special District,196179319,189043355,0,0,0,0,0,0,18613426,18603530,0,0,9896,0,0,0
NE,Nebraska Cooperative Republican Platte Enhancement,Special District,88318259,88183420,0,0,0,0,0,0,8958948,977514,4066434,0,3915000,0,0,0
OR,Independence Urban Renewal Agency,Special District,21827389,12543486,0,0,0,8353170,0,0,1030040,0,429925,0,600115,0,0,0
NY,Village of Groton Housing Authority,Special District,3764963,0,0,0,3626707,0,21873,0,321222,0,0,0,0,321222,0,0
KY,Locust Ridge Apartments,Special District,736322,730700,0,0,0,0,0,0,67422,0,0,0,67422,0,0,0
MI,Washtenaw County Building Authority,Special District,426646,0,0,0,0,0,0,0,29162,0,29162,0,0,0,0,0
MI,Washtenaw County Dept of Public Works Authority,Special District,8463965,8385994,0,0,0,0,0,0,11848,0,0,0,11848,0,0,0
TN,Loudon County Solid Waste Disposal Commission,Special District,6855473,0,0,0,0,0,0,0,423177,0,0,0,0,323880,99297,0
TN,Sports Authority of the County of Wilson,Special District,13444423,13400000,0,0,0,0,0,0,960784,4500,0,0,956284,0,0,0
OK,Sperry Economic Development Authority,Special District,28399,0,0,0,0,28399,0,0,2825,0,0,0,0,2825,0,0
MN,Applewood Pointe Cooperative of Eagan,Special District,22921448,0,0,0,22443300,0,0,0,2369291,0,0,0,0,2369291,0,0
OH,The River South Authority,Special District,59937177,59734336,0,0,0,0,0,0,2254118,0,0,0,0,2234107,20011,0
OH,Ohio Water Development Authority,Special District,5439888401,5293829688,289535,0,0,0,1474322,1152246,344009735,0,0,0,0,214300693,14002,129695040
NE,Sanitary and Improvement District No.594,Special District,3829481,0,0,0,0,0,0,0,7017,0,0,0,7017,0,0,0
LA,East Columbia Waterworks District,Special District,4252831,2889792,0,0,1046418,0,0,0,408388,0,0,0,0,403766,4622,0
NE,Sanitary and Improvement District No. 339 of Sarpy County,Special District,1925574,0,0,0,0,0,0,0,2834,0,0,0,2834,0,0,0
NE,Sanitary and Improvement District No.593,Special District,6816488,0,0,0,0,0,0,0,2887,0,0,0,2887,0,0,0
NE,Sanitary and Improvement District No.598 of Douglas County,Special District,6410085,0,0,0,0,0,0,0,36677,0,0,0,36677,0,0,0
NE,Sanitary and Improvement District No.1,Special District,960214,0,0,0,720581,0,0,0,69211,0,0,0,69211,0,0,0
NE,Sanitary and Improvement District No. 599 of Douglas County,Special District,3198611,0,0,0,0,0,0,0,895,0,0,0,895,0,0,0
CT,Bolton Lakes Regional Water Pollution Control Authority,Special District,7027071,6986060,0,0,0,0,0,0,608354,0,0,0,0,260010,1298,347046
MO,University of Central Missouri,Public Higher Education,260207287,61066158,4048018,15596380,0,2440012,145766631,4163736,9044387,0,0,0,9044387,0,0,0
DC,Building Hope Finance Formerly Building Hope... A Charter School Fac,Charter School,75049400,0,0,0,0,74772941,0,0,6742894,0,0,0,6742894,0,0,0
MD,Charter Schools Development Corporation,Charter School,185556413,0,0,5589341,3352645,167977223,0,0,18767416,0,0,0,18767416,0,0,0
VT,Vermont Economic Development Authority,Special District,256287000,0,0,0,96500000,157768000,0,0,16639000,0,0,0,0,16629000,10000,0
LA,Caldwell Parish Waterworks District - East Columbia,Special District,4252831,0,0,0,1046418,2889792,0,0,408388,0,0,0,0,403766,4622,0
PA,Williamsburg Municipal Authority,Special District,11073171,0,0,0,11001747,0,0,0,1048621,0,0,0,0,1043566,5055,0
LA,Richland Parish Fire Protection District Ward 1,Special District,9549011,0,0,0,3065210,0,0,0,604850,584425,0,0,20425,0,0,0
OK,Rogers County Educational Facilities Authority,Special District,52899715,52180000,0,0,0,0,0,0,1416005,0,0,0,0,12000,1404005,0
OK,Rogers County Finance Authority,Special District,36005844,35425000,0,0,0,0,0,0,1377833,0,0,0,0,1010090,367743,0
OR,Klamath Project Drought Response Agency,Special District,27424,0,0,0,0,0,0,0,237,0,0,0,0,0,237,0
OK,Kay County Public Building Authority,Special District,12843536,12843536,0,0,0,0,0,0,456182,0,0,0,0,422339,33843,0
CA,Grossmont Healthcare District,Special District,293766168,287012892,75809,0,0,0,255512,-592848,26495978,427758,16639004,0,9429216,0,0,0
TX,Orange Redevelopment Corporation,Special District,13488919,0,0,0,12821745,0,0,0,901628,0,0,0,0,901346,282,0
LA,Louisiana Public Facilities Authority,Special District,117962609,116611681,0,0,0,0,0,0,3862243,0,0,0,3862243,0,0,0
MI,51st District Court-Waterford Charter Township,Special District,60186,60186,0,0,0,0,0,0,2975,0,0,0,2975,0,0,0
IN,North Central Indiana Regional Development Authority,Special District,2081574,0,0,0,0,0,0,0,29191,0,0,0,0,0,29191,0
MI,Monroe County Building Authority,Special District,4119712,4081412,0,0,0,0,0,0,138656,0,138656,0,0,0,0,0
OH,Northwest Ohio Advanced Energy Improvement District,Special District,38243916,30225043,0,0,0,2721710,0,0,2551735,0,0,0,0,2551735,0,0
OH,Delaware Northern New Community Authority,Special District,2208872,0,0,0,0,0,0,0,101425,0,0,0,0,101425,0,0
LA,Shreveport Home Mortgage Authority,Special District,947861,867171,0,0,0,0,0,0,71017,0,0,0,0,53144,17873,0
NJ,New Jersey Housing and Mortgage Finance Agency,Special District,2805957000,1918934000,0,0,0,0,44414000,16408000,239931000,0,0,0,0,219170000,20761000,0
AR,University of Central Arkansas,Public Higher Education,284426688,226198824,4319657,0,0,1687680,23633126,3833990,25978183,0,0,0,25978183,0,0,0
OK,Adair County Educational Facilities Authority,Special District,849813,840788,0,0,0,0,0,0,10285,0,0,0,0,10285,0,0
NY,The Pavilion Housing Development Fund Corporation,Special District,6092824,0,0,0,5840900,0,0,0,414697,0,0,0,0,414697,0,0
NE,Douglas SID 572 County,Special District,6957638,5600000,0,0,0,0,0,0,416431,0,0,0,416431,0,0,0
OK,Tahlequah Educational Facilities Authority,Special District,8488258,6200000,0,0,0,0,0,0,19096,0,0,0,0,14885,4211,0
PA,Corry,General Purpose,20557336,0,0,0,20301042,0,0,0,1087000,1087000,0,0,0,0,0,0
TX,Vinton,General Purpose,20021487,8485000,39039,0,9881246,0,0,0,2204859,184430,17038,53981,1840989,108421,0,0
MA,Worcester Redevelopment Authority,Special District,87203708,0,0,0,0,14892522,0,0,1992322,0,0,0,0,576111,24378,1391833
OK,Marshall County Justice Authority,Special District,4633469,4578278,0,0,0,0,0,0,479521,0,0,0,0,472536,6985,0
OH,555 West Goodale New Community Authority,Special District,9229009,0,0,0,0,9098116,0,0,434000,0,0,0,0,434000,0,0
OH,Liberty Community Authority,Special District,37243595,21699477,0,0,11045733,0,0,0,1261482,0,0,0,0,1254170,7312,0
OH,Northstar New Community Authority,Special District,23571632,16183357,0,0,0,0,0,0,175194,0,0,0,0,175194,0,0
OH,Jerome Village Community Development Authority,Special District,105690321,71528926,0,0,0,0,0,0,2691552,0,0,0,0,2691552,0,0
CO,Jamestown,General Purpose,7924186,0,0,0,0,0,0,0,814002,85092,-74998,708768,95140,0,0,0
WI,St. Germain Housing Authority,Special District,2087061,0,0,0,0,2010854,0,0,188906,0,0,0,0,188906,0,0
PR,Puerto Rico Highways and Transportation Authority,Special District,8777193750,4384109675,0,0,0,0,0,0,495472370,0,0,0,0,176743353,29588043,289140974
TX,North Fort Bend Water Authority,Special District,1103434671,1085205135,0,0,0,0,0,0,63198761,0,0,0,0,59689984,3508777,0
IA,Iowa Petroleum Underground Storage Tank Ust Board,Special District,6780632,0,0,0,0,0,0,0,234962,0,0,0,234962,0,0,0
OK,Muskogee Industrial Trust,Special District,166767288,61,0,166757227,0,0,0,0,1437636,0,0,0,0,1437636,0,0
TX,Denton County Municipal Utility District No 9,Special District,5342921,0,0,0,0,865000,0,0,54541,0,0,0,54541,0,0,0
TX,Bay Colony West Municipal Utility District,Special District,25772858,21705912,0,0,0,0,0,0,2036919,0,0,0,2036919,0,0,0
TX,Bell County Municipal Utility District No. 1,Special District,8898362,0,0,0,0,0,0,0,605263,0,0,0,605263,0,0,0
TX,Belmont Fresh Water Supply District No.2,Special District,10087485,4968650,0,0,0,1566000,0,0,527555,0,0,0,527555,0,0,0
CA,Mojave River Academy,Charter School,5549048,0,0,0,0,0,0,0,446852,0,0,0,446852,0,0,0
TX,Comal County Water Control Improvement District No 1a,Special District,19380084,3055500,0,0,0,0,0,0,74480,0,0,0,74480,0,0,0
TX,Blaketree Municipal Utility District No 1,Special District,23685719,9317207,0,0,0,0,0,0,1690546,0,0,0,1690546,0,0,0
TX,Comal County Water Control Improvement District No 6,Special District,23546541,14833151,0,0,0,0,0,0,1787329,0,0,0,1787329,0,0,0
TX,Denton County Municipal Utility District No 6,Special District,49359835,11534485,0,0,0,0,0,0,833650,0,0,0,833650,0,0,0
TX,Brazoria County Municipal Utility District No 55,Special District,72589501,26556540,0,0,0,3965500,0,0,2636329,0,0,0,2636329,0,0,0
TX,Fort Bend County Municipal Utility District No 132,Special District,38725399,9925000,0,0,0,0,0,0,2293056,0,0,0,2293056,0,0,0
TX,Brazoria County Municipal Utility District No 22,Special District,46087650,32777813,0,0,0,8672850,0,0,4255015,0,0,0,4255015,0,0,0
TX,Brazoria County Municipal Utility District No 24,Special District,6195889,0,0,0,0,0,0,0,308040,0,0,0,308040,0,0,0
TX,Harris County Municipal Utility District No 382,Special District,11596639,11019578,0,0,0,0,0,0,1177979,0,0,0,1177979,0,0,0
TX,East Montgomery County Municipal Utility District No 3,Special District,29142288,11625337,0,0,0,0,0,0,2081667,0,0,0,2081667,0,0,0
TX,Brazoria County Municipal Utility District No 23,Special District,15245800,12709313,0,0,0,0,0,0,1676168,0,0,0,1676168,0,0,0
TX,Harris County Improvement District No 12,Special District,6396211,0,0,0,0,0,0,0,456973,0,0,0,456973,0,0,0
TX,East Montgomery County Municipal Utility District No 4,Special District,20010545,10275000,0,0,0,0,0,0,1196254,0,0,0,1196254,0,0,0
TX,Galveston County Municipal Utility District No 56,Special District,54853914,22050917,0,0,0,12060000,0,0,1712474,0,0,0,1712474,0,0,0
TX,Brazoria County Municipal Utility District No 28,Special District,60938626,55561271,0,0,0,0,0,0,5344130,0,0,0,5344130,0,0,0
TX,Brazoria County Municipal Utility District No 32,Special District,31257842,0,0,0,0,8470000,0,0,1792156,0,0,0,1792156,0,0,0
TX,Brazoria County Municipal Utility District No 36,Special District,9665321,4250000,0,0,0,0,0,0,559750,0,0,0,559750,0,0,0
TX,Brazoria County Municipal Utility District No 39,Special District,52871130,23741038,0,0,0,1465000,0,0,3385149,0,0,0,3385149,0,0,0
TX,Harris County Improvement District No 25,Special District,6788854,0,0,0,0,0,0,0,482076,0,0,0,482076,0,0,0
TX,Galveston County Municipal Utility District No 66,Special District,8667193,6044939,0,0,0,0,0,0,742832,0,0,0,742832,0,0,0
TX,Harris County Municipal Utility District No 381,Special District,18369407,11451901,0,0,0,0,0,0,1212913,0,0,0,1212913,0,0,0
TX,Brazoria County Municipal Utility District No 40,Special District,23753914,0,0,0,0,3940000,0,0,1009065,0,0,0,1009065,0,0,0
TX,Fort Bend County Municipal Utility District No 134b,Special District,118977693,81970688,0,0,0,0,0,0,6552914,0,0,0,6552914,0,0,0
TX,Brazoria County Municipal Utility District No 53,Special District,735929,0,0,0,0,0,0,0,32843,0,0,0,32843,0,0,0
TX,Galveston County Municipal Utility District No 54,Special District,27197265,21536370,0,0,0,0,0,0,2353918,0,0,0,2353918,0,0,0
TX,Brazoria County Municipal Utility District No 56,Special District,11460666,0,0,0,0,0,0,0,714317,0,0,0,714317,0,0,0
TX,Fort Bend County Municipal Utility District No 141,Special District,12820486,2630000,0,397859,0,0,0,0,803984,0,0,0,803984,0,0,0
TX,Fort Bend County Levee Improvement District No 6,Special District,38364774,30337007,0,0,0,0,0,0,2469742,0,0,0,2469742,0,0,0
TX,Brazoria County Municipal Utility District No 66,Special District,11074085,3500000,0,0,0,0,0,0,203950,0,0,0,203950,0,0,0
TX,Collin County Water Control and Improvement District No 3,Special District,59179165,37438932,0,0,0,0,0,0,3323345,0,0,0,3323345,0,0,0
TX,Canyon Falls Municipal Utility District No 1,Special District,10009302,0,0,0,0,0,0,0,221151,0,0,0,221151,0,0,0
TX,Galveston County Municipal Utility District No 45,Special District,45294706,37542816,0,0,0,0,0,0,2879101,0,0,0,2879101,0,0,0
TX,Canyon Falls Water Control and Improvement District No 2,Special District,34890170,20052502,0,0,0,0,0,0,1427335,0,0,0,1427335,0,0,0
TX,Harris County Municipal Utility District No 411,Special District,7745953,7223444,0,0,0,0,0,0,805865,0,0,0,805865,0,0,0
TX,Galveston County Municipal Utility District No 46,Special District,46736973,41351285,0,0,0,0,0,0,3536008,0,0,0,3536008,0,0,0
TX,Fort Bend County Municipal Utility District No 174,Special District,13793641,0,0,0,0,0,0,0,85963,0,0,0,85963,0,0,0
TX,Fort Bend County Municipal Utility District No 159,Special District,4655067,4329486,0,0,0,0,0,0,464967,0,0,0,464967,0,0,0
TX,Harris County Municipal Utility District No 536,Special District,49660906,25488787,0,0,0,0,0,0,3823458,0,0,0,3823458,0,0,0
TX,Fort Bend County Municipal Utility District No 167,Special District,29568095,29241632,0,0,0,0,0,0,2947920,0,0,0,2947920,0,0,0
TX,Harris County Municipal Utility District No 231,Special District,5725598,0,0,0,0,0,0,0,274543,0,0,0,274543,0,0,0
TX,Fort Bend County Municipal Utility District No 169,Special District,190589453,158720229,0,0,0,4875000,0,0,13006121,0,0,0,13006121,0,0,0
TX,Harris County Municipal Utility District No 423,Special District,42871046,6194578,0,0,0,8430000,0,0,1021777,0,0,0,1021777,0,0,0
TX,Harris County Municipal Utility District No 319,Special District,28564568,6745000,0,0,0,3250000,0,0,2123865,0,0,0,2123865,0,0,0
TX,Hays County Development District No 1,Special District,42777444,13915000,0,0,0,0,0,0,1415239,0,0,0,1415239,0,0,0
TX,Fort Bend Waller Counties Municipal Utility District No 3,Special District,39132810,13189067,0,0,0,0,0,0,1055531,0,0,0,1055531,0,0,0
TX,Harris County Municipal Utility District No 531,Special District,31189174,19251924,0,0,0,0,0,0,2722079,0,0,0,2722079,0,0,0
TX,Harris County Municipal Utility District No 504,Special District,68864415,30675910,0,0,0,6280000,0,0,5597175,0,0,0,5597175,0,0,0
TX,Harris County Municipal Utility District No 518,Special District,2885105,0,0,0,0,0,0,0,60125,0,0,0,60125,0,0,0
TX,Harris County Municipal Utility District No 530,Special District,43483151,25685482,0,0,0,0,0,0,3807074,0,0,0,3807074,0,0,0
TX,Harris Brazoria Counties Municipal Utility District No 509,Special District,49871502,33269568,0,0,0,5390000,0,0,2576233,0,0,0,2576233,0,0,0
TX,Harris County Municipal Utility District No 422,Special District,21088340,6175000,0,0,0,0,0,0,878435,0,0,0,878435,0,0,0
TX,Harris County Municipal Utility District No 494,Special District,34971138,21247630,0,0,0,0,0,0,2827220,0,0,0,2827220,0,0,0
TX,Fort Bend County Municipal Utility District No 187,Special District,46795889,37721368,0,0,0,0,0,0,2930794,0,0,0,2930794,0,0,0
TX,Harris County Municipal Utility District No 538,Special District,12703052,0,0,0,0,0,0,0,640023,0,0,0,640023,0,0,0
TX,Harris County Municipal Utility District No 459,Special District,19184245,6886106,0,0,0,0,0,0,807527,0,0,0,807527,0,0,0
TX,Fort Bend County Municipal Utility District No 190,Special District,38357087,11425000,0,0,0,0,0,0,2284443,0,0,0,2284443,0,0,0
TX,Harris County Municipal Utility District No 542,Special District,23248820,3155000,0,0,0,0,0,0,1157448,0,0,0,1157448,0,0,0
TX,Fort Bend County Municipal Utility District No 207,Special District,6129055,0,0,0,0,0,0,0,440321,0,0,0,440321,0,0,0
TX,Harris County Municipal Utility District No 558,Special District,30475431,11022939,0,0,0,0,0,0,1117027,0,0,0,1117027,0,0,0
TX,Live Oak Creek Municipal Utility District No 1,Special District,22164162,11191378,0,0,0,2785000,0,0,647956,0,0,0,647956,0,0,0
TX,Harris County Municipal Utility District No 450,Special District,18147075,18062683,0,0,0,0,0,0,1926366,0,0,0,1926366,0,0,0
TX,Fulshear Municipal Utility District No 3a,Special District,59727493,22220000,0,0,0,4870000,0,0,3265750,0,0,0,3265750,0,0,0
TX,Galveston County Municipal Utility District No 32,Special District,13219306,11477427,0,0,0,0,0,0,729379,0,0,0,729379,0,0,0
TX,Fort Bend County Municipal Utility District No 184,Special District,19311679,5295000,0,0,0,0,0,0,1228187,0,0,0,1228187,0,0,0
TX,Galveston County Municipal Utility District No 52,Special District,12199173,3980000,0,0,0,0,0,0,839567,0,0,0,839567,0,0,0
TX,Harris County Municipal Utility District No 415,Special District,7774983,4095000,0,0,0,0,0,0,381779,0,0,0,381779,0,0,0
TX,Lazy Nine Municipal Utility District No 1b,Special District,80517146,53795642,0,352878,0,0,0,0,7385134,0,0,0,7385134,0,0,0
TX,Kaufman County Fresh Water Supply District No 4a,Special District,15369814,0,0,0,0,3671000,0,0,47435,0,0,0,47435,0,0,0
TX,Harris Waller Counties Municipal Utility District No 3,Special District,71269082,36591001,0,0,0,0,0,0,2537611,0,0,0,2537611,0,0,0
TX,Galveston County Municipal Utility District No 31,Special District,18245977,9220000,0,0,0,2760000,0,0,623308,0,0,0,623308,0,0,0
TX,Highway 380 Municipal Management District No 1,Special District,62616993,31587908,0,0,0,0,0,0,2751913,0,0,0,2751913,0,0,0
TX,Travis County Municipal Utility District No 15,Special District,33480286,32945390,0,0,0,0,0,0,2187283,0,0,0,2187283,0,0,0
TX,Galveston County Municipal Utility District No 43,Special District,31676979,30893896,0,0,0,0,0,0,2894187,0,0,0,2894187,0,0,0
TX,Galveston County Municipal Utility District No 44,Special District,31394799,25139620,0,0,0,0,0,0,1966309,0,0,0,1966309,0,0,0
TX,Oak Point Water Control and Improvement District No 1,Special District,9644618,8193757,0,0,0,0,0,0,636329,0,0,0,636329,0,0,0
TX,Williamson County Municipal Utility District No 28,Special District,20258025,15045845,0,0,0,5075000,0,0,1277078,0,0,0,1277078,0,0,0
TX,Sunfield Municipal Utility District No 10,Special District,33814446,33482304,0,0,0,0,0,0,3108447,0,0,0,3108447,0,0,0
TX,Northlake Municipal Management District No 1,Special District,33404445,0,0,0,0,5415000,0,0,263870,0,0,0,263870,0,0,0
TX,Kaufman County Municipal Utility District No 10,Special District,6087964,3236728,0,0,0,0,0,0,630493,0,0,0,630493,0,0,0
TX,Kaufman County Municipal Utility District No 3,Special District,355998,0,0,0,0,0,0,0,32740,0,0,0,32740,0,0,0
TX,Kaufman County Municipal Utility District No 4,Special District,20295364,12544059,0,0,0,0,0,0,964827,0,0,0,964827,0,0,0
TX,Lamar Improvement District,Special District,18306051,3410000,0,0,0,0,0,0,754753,0,0,0,754753,0,0,0
TX,Williamson County Municipal Utility District No 29,Special District,322210,0,0,0,0,0,0,0,29679,0,0,0,29679,0,0,0
TX,Lazy Nine Municipal Utility District No 1a,Special District,24529668,0,0,160400,0,0,0,0,320100,0,0,0,320100,0,0,0
TX,Oak Point Water Control and Improvement District No 4,Special District,12425112,10495176,0,0,0,1070000,0,0,733703,0,0,0,733703,0,0,0
TX,Willow Creek Farms Municipal Utility District,Special District,44059652,32357056,0,873200,0,0,0,0,4366694,0,0,0,4366694,0,0,0
TX,Onion Creek Metro Park District,Special District,3323170,0,0,0,0,0,0,0,179019,0,0,0,179019,0,0,0
TX,Kaufman County Fresh Water Supply District No 6,Special District,13623531,7584173,0,0,0,0,0,0,1183786,0,0,0,1183786,0,0,0
TX,Montgomery County Municipal Utility District No 126,Special District,20481722,7065000,0,0,0,0,0,0,2061629,0,0,0,2061629,0,0,0
TX,Woodridge Municipal Utility District,Special District,35743336,16460534,0,0,0,0,0,0,2682814,0,0,0,2682814,0,0,0
TX,Montgomery County Municipal Utility District No 138,Special District,37603407,12895000,0,0,0,0,0,0,826804,0,0,0,826804,0,0,0
TX,Travis County Municipal Utility District No 16,Special District,26239535,25623489,0,0,0,0,0,0,2508056,0,0,0,2508056,0,0,0
TX,Sunfield Municipal Utility District No 30,Special District,65640196,31750257,0,0,0,0,0,0,1910149,0,0,0,1910149,0,0,0
TX,Montgomery County Municipal Utility District No 92,Special District,12289405,12218833,0,0,0,0,0,0,601847,0,0,0,601847,0,0,0
TX,The Lakes Fresh Water Supply District of Denton County,Special District,21741964,7273723,0,0,0,2700000,0,0,161668,0,0,0,161668,0,0,0
TX,Montgomery County Municipal Utility District No 166,Special District,6180374,0,0,0,0,0,0,0,170969,0,0,0,170969,0,0,0
TX,Montgomery County Municipal Utility District No 164,Special District,8421832,0,0,0,0,0,0,0,109293,0,0,0,109293,0,0,0
TX,Montgomery County Municipal Utility District No 139,Special District,43502808,27180277,0,0,0,0,0,0,3489539,0,0,0,3489539,0,0,0
TX,Travis County Municipal Utility District No 21,Special District,31763472,31577020,0,0,0,0,0,0,2078542,0,0,0,2078542,0,0,0
TX,Waller County Improvement District No 2,Special District,11315687,2900000,0,0,0,0,0,0,893609,0,0,0,893609,0,0,0
TX,Travis County Municipal Utility District No 20,Special District,340676,0,0,0,0,0,0,0,30579,0,0,0,30579,0,0,0
TX,Williamson County Municipal Utility District No 25,Special District,24241910,8094297,0,0,0,0,0,0,805621,0,0,0,805621,0,0,0
TX,Montgomery County Municipal Utility District No 107,Special District,22200449,22007899,0,0,0,0,0,0,1599468,0,0,0,1599468,0,0,0
TX,Montgomery County Municipal Utility District No 108,Special District,4779659,0,0,0,0,0,0,0,7495,0,0,0,7495,0,0,0
TX,Montgomery County Municipal Utility District No 111,Special District,21392336,0,0,0,0,0,0,0,654903,0,0,0,654903,0,0,0
TX,Harris County Water Control Improvement District No 161,Special District,44384362,28095526,0,0,0,0,0,0,3685287,0,0,0,3685287,0,0,0
TX,Lower Kirby Pearland Management District,Special District,31804440,21710120,0,0,0,0,0,0,3340116,0,0,0,3340116,0,0,0